customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,monthlycharges_per_tenure,has_internet_service,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
8329-GWVPJ,False,0.7178532386027215,0.1657910900976468,0.5626886960305394,0,1.3676470588235294,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1352-VHKAJ,False,-0.21871512695797646,0.22727757910379318,-0.1440280635557884,0,2.557142857142857,1,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
4145-UQXUQ,True,-0.9924020376385531,0.9086143491719036,-0.6858545483279751,1,10.233333333333333,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
2632-TACXW,False,1.2064976032430856,-1.3663857440555187,-0.38261009594518747,0,0.3753968253968254,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
8146-QQKZH,False,1.5729808767233588,0.5679459641378485,1.6076634273269044,0,1.1368055555555554,1,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1767-CJKBA,False,1.369379058123207,-1.3181936310507012,-0.2585615681395028,0,0.37462686567164183,0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
6445-TNRXS,False,1.4508197855632678,1.6597465932469917,2.4578119870829305,0,1.6623188405797102,1,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
4581-LNWUM,False,-0.7888002190384014,-0.518869273970796,-0.7214199831553391,0,3.5107142857142857,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
4869-EPIUS,False,0.9621754209229036,0.5363718211346925,1.0041327896419416,0,1.4192982456140353,1,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False
9948-YPTDG,False,0.22920887396235737,0.4881797081298748,0.3222080743207473,1,2.037179487179487,1,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1236-WFCDV,True,-0.748079855318371,0.8537750481664219,-0.44912695201896,1,6.03,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1915-OAKWD,False,-0.6666391278783103,-1.5109620830699715,-0.8490449234017642,0,1.1352941176470588,0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
7296-PIXQY,False,-0.748079855318371,0.18074726309914202,-0.546087467079036,0,4.680000000000001,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4883-QICIH,False,-0.015113308357824713,0.1657910900976468,0.028522798399938844,1,2.1136363636363638,1,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3354-OADJP,False,-0.9924020376385531,-0.3493659799538514,-0.810454991633774,0,6.027777777777778,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3524-WQDSG,False,0.43281069256250915,1.1479131171958254,0.8506782039901685,0,2.256818181818182,1,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0810-DHDBD,False,0.7992939660427822,0.3070438351117673,0.7039569874397895,0,1.3962264150943395,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
4026-SKKHW,False,-1.1960038562387048,-0.4823097399671412,-0.9409057392407841,0,12.5625,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2829-HYVZP,False,-0.13727439951791576,-1.4943441130683104,-0.7555062844423968,0,0.66,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
8329-IBCTI,False,-1.2774445836787656,-1.4993295040688086,-0.9994750121129111,1,9.825,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1271-SJBGZ,True,-0.8295205827584317,-0.7016669439890695,-0.7754856255465334,1,3.3576923076923078,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
3845-JHAMY,False,-0.6666391278783103,-0.9725398550161476,-0.7641161662441794,0,2.088235294117647,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
7013-PSXHK,False,0.3106496014024181,0.531386430134194,0.4085718117786291,0,1.9695121951219512,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
5669-SRAIP,False,-1.1145631287986442,-0.8395960950028577,-0.9150981704554407,1,6.583333333333333,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
5981-ITEMU,False,0.3106496014024181,1.074794049188516,0.6285874067441839,1,2.368292682926829,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
3486-NPGST,False,0.14776814652229667,-1.502653098069141,-0.7340698864179582,0,0.5283783783783784,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
6941-PMGEP,False,-1.1145631287986442,0.5064594751317021,-0.8260190087369966,1,13.333333333333334,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1624-WOIWJ,False,-0.9109613101984924,0.6626683931473177,-0.6407740902786411,1,7.7,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2074-GKOWZ,False,-1.2367242199587352,0.8238627021634315,-0.9262247869377445,1,29.849999999999998,1,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
0376-YMCJC,False,-0.38159658183809786,0.85876043916692,-0.1501653639170591,1,3.775,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
6100-FJZDG,False,-0.2594354906780068,-1.4860351280674797,-0.7847798825684579,0,0.7425925925925926,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
4829-ZLJTK,True,1.6137012404433893,1.58330393123935,2.5447938699009405,0,1.5397260273972604,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False
1730-VFMWO,False,0.06632741908223598,-0.48397153696730727,-0.20663735788875182,0,1.4342857142857144,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7143-BQIBA,False,-0.9109613101984924,-0.08347845992727167,-0.7375138391386713,0,5.659090909090909,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
3800-LYTRK,False,-0.748079855318371,-0.3011738669490337,-0.6570666358420144,0,3.7133333333333334,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0634-SZPQA,False,-0.38159658183809786,0.8404806721650927,-0.05011412205634312,1,3.752083333333333,1,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
9646-NMHXE,False,0.5956921474426305,-1.4993295040688086,-0.5784959452457462,0,0.409375,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
7030-NJVDP,False,-0.3408762181180675,0.8138919201624348,-0.032276213092649886,0,3.57,1,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
5536-RTPWK,False,0.6771328748826912,1.1396041321949948,1.134936763169025,1,1.9809999999999999,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
8883-GRDWQ,True,-0.5037576729981889,-0.357674964954682,-0.5419370625181765,0,2.5714285714285716,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
6166-ILMNY,False,-1.2367242199587352,0.1657910900976468,-0.9443276153414927,1,23.25,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3097-NNSPB,False,-1.2367242199587352,-0.5221928679711283,-0.9679275221263792,1,16.349999999999998,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
7771-ZONAT,False,-0.4223169455581282,-0.2662761299455452,-0.4320175715154175,0,2.467391304347826,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0655-RBDUG,False,-1.0331224013585834,1.1063681921916724,-0.6933385225095247,1,12.25625,1,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2111-DWYHN,False,-1.2774445836787656,-1.451137391063991,-0.9988347901327786,0,10.55,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
4194-WHFCB,False,1.0843365120829946,1.0598378761870213,1.4559528946554925,0,1.6108333333333333,1,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
4121-AGSIN,False,1.0436161483629645,-1.3381351950526947,-0.34677974167776865,0,0.4152542372881356,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
4361-BKAXE,False,0.35136996512244845,1.653099405246327,0.9908647410191944,1,2.7261904761904763,1,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
9845-PEEKO,True,1.0843365120829946,0.47987072312904416,1.018637128984945,0,1.32,1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
0455-XFASS,False,-1.1960038562387048,0.15914390209698223,-0.9197563372764053,0,17.3875,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0301-KOBTQ,False,-0.015113308357824713,-1.4860351280674797,-0.7368515405385342,0,0.6075757575757575,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
1751-NCDLI,True,0.5549717837226001,1.1329569441943304,1.007400129402618,0,2.103191489361702,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
4367-NUYAO,False,-1.318164947398796,-1.2965902700485417,0.0,0,25.75,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
9878-TNQGW,False,-1.2367242199587352,0.5380336181348585,-0.9325828534990609,1,26.983333333333334,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
9170-ARBTB,False,0.7992939660427822,-1.5009913010689746,-0.5611437219221533,0,0.369811320754717,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
4441-NIHPT,True,-0.7888002190384014,0.3170146171127639,-0.5929561313487403,1,5.307142857142857,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
8999-BOHSE,True,-0.8702409464784621,0.82884809316393,-0.5455576281989262,1,7.4750000000000005,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
7241-AJHFS,False,-0.015113308357824713,0.7607144161571191,0.21330410783819836,0,2.6560606060606062,1,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7029-RPUAV,True,-0.62591876415828,1.1861344481996465,-0.29178688124638225,1,5.580555555555556,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
4546-FOKWR,False,-0.6666391278783103,0.3319707901142591,-0.5095065077314618,0,4.397058823529412,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
9036-CSKBW,False,0.758573602322752,1.4187860282229037,1.5001502879046436,0,2.066346153846154,1,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False
5832-TRLPB,False,-0.13727439951791576,0.35191235411625243,-0.017396571209568897,0,2.5116666666666663,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False
8590-YFFQO,False,1.5322605130033284,0.006258578081699082,0.9890103049388106,0,0.9147887323943662,1,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
8659-IOOPU,False,1.5729808767233588,1.1861344481996465,2.1530884011598364,0,1.395138888888889,1,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1338-CECEE,False,0.35136996512244845,0.12424616509349373,0.24577881586492223,0,1.630952380952381,1,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
7439-DKZTW,False,-1.2774445836787656,0.5247392421335293,-0.9725856889473435,0,40.275,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
4646-QZXTF,False,-1.0331224013585834,0.5480044001358552,-0.7520181784816745,0,10.15625,1,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False
4607-CHPCA,False,-0.30015585439803716,0.8521132511662559,-0.04622863693553874,1,3.476923076923077,1,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
9742-XOKTS,False,1.4100994218432374,0.8238627021634315,1.6580643507973403,0,1.3169117647058823,1,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
6921-OZMFH,False,-1.1145631287986442,-0.3011738669490337,-0.893617619190993,0,9.283333333333333,1,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
9578-FOMUK,False,-0.7073594915983407,-1.328164413051698,-0.8650283962850736,0,1.55,0,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
4712-UYOOI,False,-0.5037576729981889,-1.4876969250676457,-0.8237451168765257,0,0.9523809523809523,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
8824-RWFXJ,False,-1.1960038562387048,-0.28621769394753876,-0.9339074506993351,1,14.0375,1,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
7722-CVFXN,False,0.880734693482843,1.3440051632154282,1.4811423180807082,0,1.9127272727272728,1,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False
8717-VCTXJ,False,0.3920903288424788,-1.502653098069141,-0.6375288271379691,0,0.45465116279069767,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
7363-QTBIW,False,-0.9516816739185228,0.4981504901308714,-0.668568554864396,0,7.975,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
4159-NAAIX,False,1.247217966963116,1.086426628189679,1.7527509739969453,0,1.52265625,1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
0971-QIFJK,False,1.4915401492832983,-1.3464441800535252,-0.28324322930461326,0,0.3464285714285714,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
9397-TZSHA,False,1.4915401492832983,-1.3348116010523623,-0.2672376798012993,0,0.3514285714285714,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
3391-JSQEW,False,0.3106496014024181,-0.4856333339674735,-0.09925667818651832,0,1.223170731707317,1,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0343-QLUZP,False,1.125056875803025,-0.8362725010025254,0.06234418024694162,0,0.6491803278688525,1,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
9763-PDTKK,False,-1.1552834925186746,0.9850570111795457,-0.8371897784593095,1,18.880000000000003,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
2176-LVPNX,True,1.5729808767233588,0.8338334841644282,1.7706109595806432,0,1.2479166666666666,1,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
7627-JKIAZ,False,0.18848851024232702,0.47156173812821356,0.2456463561448949,1,2.0776315789473685,1,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
3312-UUMZW,False,-0.015113308357824713,1.1329569441943304,0.3808656536728925,0,2.995454545454545,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
1271-UODNO,False,0.26992923768238775,-0.3626603559551803,-0.036470770893518384,0,1.34625,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False
8461-EFQYM,False,0.22920887396235737,-1.3464441800535252,-0.6044138971311126,0,0.6217948717948718,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
6900-RBKER,False,0.7992939660427822,0.8205391081630994,1.013073820743793,0,1.687735849056604,1,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False
6891-JPYFF,False,0.6364125111626608,1.3456669602155942,1.1984070456821667,0,2.1479591836734695,1,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
1459-QNFQT,False,1.5322605130033284,-0.17487729493640844,0.8219123681242125,0,0.8380281690140845,1,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1047-NNCBF,False,-0.5037576729981889,0.19237984210030468,-0.3487004076181664,0,3.3595238095238096,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3696-XRIEN,False,0.7178532386027215,0.5895493251400082,0.8370569294473483,0,1.6176470588235294,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
4081-DYXAV,False,-0.5444780367182193,-0.6617838159850825,-0.6136198476730187,1,2.2425,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
0074-HDKDG,False,-0.30015585439803716,-0.10508182092943122,-0.29684242722742904,0,2.3692307692307693,1,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
8791-GFXLZ,False,-0.8295205827584317,-0.5221928679711283,-0.7463003339004907,0,3.773076923076923,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8111-SLLHI,True,0.26992923768238775,1.3589613362169235,0.8837269041370114,1,2.6412500000000003,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0927-LCSMG,False,-1.0331224013585834,0.32864719611392706,-0.7677146553049246,1,9.33125,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9330-DHBFL,False,-0.38159658183809786,0.04946530008601819,-0.33092872851448674,0,2.7604166666666665,1,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True
0098-BOWSO,False,-0.21871512695797646,-1.5076384890696393,-0.774227258206273,0,0.6928571428571428,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
3452-ABWRL,True,0.5956921474426305,0.7075369121518029,0.6986365220186878,0,1.7927083333333333,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
5859-HZYLF,False,-0.2594354906780068,-1.51594747407047,-0.7804307884275574,0,0.7092592592592593,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
8257-RZAHR,False,-0.748079855318371,-0.0020504069191315333,-0.5926691352886808,1,4.3133333333333335,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
5293-WXJAK,True,-0.8702409464784621,1.3057838322116073,-0.5076079184110686,1,8.670833333333333,1,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
3156-QLHBO,False,-1.2367242199587352,-1.5126238800701375,-0.9868030322302874,0,6.416666666666667,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2208-NQBCT,False,-0.2594354906780068,0.5712695581381809,-0.09415697896546232,0,3.035185185185185,1,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1779-PWPMG,True,1.6137012404433893,1.6580847962468257,2.671557821967187,0,1.5705479452054796,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
6621-NRZAK,False,1.247217966963116,-1.4876969250676457,-0.47422806896415726,0,0.3125,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0831-JNISG,False,1.5729808767233588,-1.4943441130683104,-0.3916615101470616,0,0.275,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0774-IFUVM,False,-0.8702409464784621,0.012905766082363669,-0.6887686621685786,0,5.429166666666667,1,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3082-WQRVY,True,-0.748079855318371,-1.4993295040688086,-0.9071947404938042,0,1.3099999999999998,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
9553-DLCLU,False,-0.7888002190384014,0.8039211381614382,-0.4952008579684997,0,6.353571428571429,1,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1641-BYBTK,False,-1.0738427650786138,-1.481049737066981,-0.9647264122257164,0,2.8857142857142857,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
2460-NGXBJ,True,-0.8702409464784621,0.3469269631157543,-0.6658310539838292,0,6.266666666666667,1,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2446-ZKVAF,False,-0.5851984004382496,-0.26461433294537917,-0.5336583300164625,0,2.9894736842105263,1,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0841-NULXI,False,-1.2774445836787656,-0.9708780580159815,-0.9924546469514575,1,17.775,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
3522-CDKHF,False,-0.015113308357824713,0.356897745116751,0.01827924671781777,0,2.287878787878788,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1430-SFQSA,False,-0.13727439951791576,-0.9692162610158153,-0.53456347143665,0,1.1866666666666668,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0411-EZJZE,False,-1.1960038562387048,-0.1499503399339166,-0.9328698495591203,0,15.0625,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
7851-WZEKY,False,-1.2367242199587352,1.0099839661820376,-0.9212133941967068,1,31.71666666666667,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8844-TONUD,False,-0.7888002190384014,1.0598378761870213,-0.4947151723283992,1,6.903571428571429,1,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
8807-ARQET,False,0.35136996512244845,-0.8113455460000336,-0.2673259862813176,0,0.9607142857142857,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
8992-CEUEN,False,-1.2774445836787656,-1.5259182560714666,-0.9998282380329844,0,9.425,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
4320-QMLLA,False,-1.0331224013585834,-0.32942441595185784,-0.8446075227808454,0,6.85625,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
8777-PVYGU,False,0.7992939660427822,-0.015344782920460707,0.49773927997709144,0,1.2132075471698112,1,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True
8292-ITGYJ,False,0.5142514200025698,-1.3331498040521963,-0.5053340265505979,0,0.5358695652173913,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
6870-ZWMNX,False,1.5322605130033284,0.37683930911874425,1.3161858134065532,0,1.0718309859154929,1,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0621-CXBKL,False,0.8400143297628127,-1.5309036470719648,-0.5641019890027659,0,0.34629629629629627,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
5268-DSMNQ,True,1.2064976032430856,1.1030445981913404,1.6130280459880153,0,1.5547619047619048,1,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False
5334-JLAXU,False,1.125056875803025,0.9750862291785486,1.4096361458859021,0,1.542622950819672,1,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
4086-YQSNZ,True,-1.1960038562387048,0.5197538511330312,-0.9092257895342247,1,20.1,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
6242-MBHPK,True,-0.38159658183809786,1.0083221691818711,0.018875315457941345,0,3.9625,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
5868-CZJDR,False,-1.2774445836787656,-1.1104690060299358,-0.9943090830318416,1,15.675,1,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
